z,n,name,levelEnergy(MeV),halflife,decayModes
83,116,199Bi,0.0,27 m 1,EC = 100.00,
83,119,202Bi,0.0,1.71 h 4,EC = 100.00,
83,110,193Bi,0.0,63.6 s 30,EC = 96.50,
83,110,193Bi,0.0,63.6 s 30,A = 3.50,
83,102,185Bi,0.0,58 us 4,P = 90.00,
83,102,185Bi,0.0,58 us 4,A = 10.00,
83,103,186Bi,0.0,14.8 ms 8,A = 100.00,
83,103,186Bi,0.0,4    4 9.8 ms ,A = 100.00,
83,101,184Bi,0.0,13 ms 2,A = 100.00,
83,101,184Bi,0.0,13 ms 2,A = 100.00,
83,106,189Bi,0.0,674 ms 11,A AP 50.00,
83,106,189Bi,0.0,674 ms 11,EC LT 50.00,
83,107,190Bi,0.0,6.3 s 1,A = 90.00,
83,107,190Bi,0.0,6.3 s 1,EC = 10.00,
83,107,190Bi,0.0,6.2 s 1,A = 70.00,
83,107,190Bi,0.0,6.2 s 1,EC = 30.00,
83,104,187Bi,0.0,37 ms 2,A = 100.00,
83,105,188Bi,0.0,265 ms 15,A = 100.00,
83,105,188Bi,0.0,265 ms 15,EC ? ,
83,105,188Bi,0.0,60 ms 3,A = 100.00,
83,105,188Bi,0.0,60 ms 3,EC = ?,
83,108,191Bi,0.0,12.4 s 3,A = 51.00,
83,108,191Bi,0.0,12.4 s 3,EC = 49.00,
83,109,192Bi,0.0,34.6 s 9,EC = 88.00,
83,109,192Bi,0.0,34.6 s 9,A = 12.00,
83,140,223Bi,0.0,GT 300 ns ,B- = 100.00,
83,140,223Bi,0.0,GT 300 ns ,BN  ,
83,141,224Bi,0.0,GT 300 ns ,B- = 100.00,
83,141,224Bi,0.0,GT 300 ns ,BN ? ,
83,135,218Bi,0.0,33 s 1,B- = 100.00,
83,136,219Bi,0.0,22 s 7,B- = 100.00,
83,133,216Bi,0.0,2.25 m 5,B- LE 100.00,
83,133,216Bi,0.0,6.6 m 21,B- LE 100.00,
83,134,217Bi,0.0,98.5 s 8,B- = 100.00,
83,139,222Bi,0.0,GT 300 ns ,B- = 100.00,
83,137,220Bi,0.0,GT 300 ns ,B- = 100.00,
83,138,221Bi,0.0,GT 300 ns ,B- = 100.00,
83,138,221Bi,0.0,GT 300 ns ,BN  ,
83,131,214Bi,0.0,19.9 m 4,B- = 99.98,
83,131,214Bi,0.0,19.9 m 4,A = 0.02,
83,132,215Bi,0.0,7.6 m 2,B- = 100.00,
83,130,213Bi,0.0,45.61 m 6,B- = 97.80,
83,130,213Bi,0.0,45.61 m 6,A = 2.20,
83,124,207Bi,0.0,31.55 y 4,EC = 100.00,
83,125,208Bi,0.0,3.68E+5 y 4,EC = 100.00,
83,122,205Bi,0.0,15.31 d 4,EC = 100.00,
83,123,206Bi,0.0,6.243 d 3,EC = 100.00,
83,128,211Bi,0.0,2.14 m 2,A = 99.72,
83,128,211Bi,0.0,2.14 m 2,B- = 0.28,
83,129,212Bi,0.0,60.55 m 6,B- = 64.06,
83,129,212Bi,0.0,60.55 m 6,A = 35.94,
83,126,209Bi,0.0,2.01E19 y 8,A = 100.0,
83,127,210Bi,0.0,5.012 d 5,B- = 100.00,
83,127,210Bi,0.0,5.012 d 5,A = 1.3E-4,
84,121,205Po,0.0,1.74 h 8,EC = 99.96,
84,121,205Po,0.0,1.74 h 8,A = 0.04,
84,122,206Po,0.0,8.8 d 1,EC = 94.55,
84,122,206Po,0.0,8.8 d 1,A = 5.45,
84,123,207Po,0.0,5.80 h 2,EC = 99.98,
84,123,207Po,0.0,5.80 h 2,A = 0.02,
84,124,208Po,0.0,2.898 y 2,A = 100.00,
84,124,208Po,0.0,2.898 y 2,EC = 4.0E-3,
84,125,209Po,0.0,124 y 3,A = 99.55,
84,125,209Po,0.0,124 y 3,EC = 0.45,
84,126,210Po,0.0,138.376 d 2,A = 100.00,
84,127,211Po,0.0,0.516 s 3,A = 100.00,
84,128,212Po,0.0,0.299 us 2,A = 100.00,
84,129,213Po,0.0,3.72 us 2,A = 100.00,
84,130,214Po,0.0,163.6 us 3,A = 100.00,
84,131,215Po,0.0,1.781 ms 4,A = 100.00,
84,131,215Po,0.0,1.781 ms 4,B- = 2.3E-4,
84,132,216Po,0.0,0.145 s 2,A = 100.00,
84,133,217Po,0.0,1.53 s 5,A  ,
84,134,218Po,0.0,3.098 m 12,A = 99.98,
84,134,218Po,0.0,3.098 m 12,B- = 0.02,
84,135,219Po,0.0,59T 620 s ,B- = 71.80,
84,135,219Po,0.0,59T 620 s ,A = 28.20,
84,136,220Po,0.0,GT 300 ns ,B- = 100.00,
84,137,221Po,0.0,112 s +58-28,B- = 100.00,
84,138,222Po,0.0,550 s 430,B- = 100.00,
84,139,223Po,0.0,GT 300 ns ,B- = 100.00,
84,140,224Po,0.0,GT 300 ns ,B- = 100.00,
84,141,225Po,0.0,GT 300 ns ,B- = 100.00,
84,142,226Po,0.0,GT 300 ns ,B- = 100.00,
84,143,227Po,0.0,GT 300 ns ,B- = 100.00,
84,102,186Po,0.0,28 us +16-6,A AP 100.00,
84,103,187Po,0.0,1.40 ms 25,A = 100.00,
84,104,188Po,0.0,0.275 ms 30,EC = 100.00,
84,104,188Po,0.0,0.275 ms 30,A  ,
84,105,189Po,0.0,3.5 ms 5,A = 100.00,
84,106,190Po,0.0,2.46 ms 5,A = 100.00,
84,107,191Po,0.0,22 ms 1,A = 99.00,
84,108,192Po,0.0,32.2 ms 3,A AP 99.50,
84,108,192Po,0.0,32.2 ms 3,EC AP 0.50,
84,109,193Po,0.0,245 ms 11,A LE 100.00,
84,109,193Po,0.0,388 ms 40,A LE 100.00,
84,110,194Po,0.0,0.392 s 4,A = 100.00,
84,110,194Po,0.0,0.392 s 4,EC  ,
84,111,195Po,0.0,4.64 s 9,A = 94.00,
84,111,195Po,0.0,4.64 s 9,EC = 4.00,
84,112,196Po,0.0,5.8 s 2,A AP 98.00,
84,112,196Po,0.0,5.8 s 2,EC AP 2.00,
84,113,197Po,0.0,84 s 16,EC = 56.00,
84,113,197Po,0.0,84 s 16,A = 44.00,
84,114,198Po,0.0,1.760 m 24,A = 57.00,
84,114,198Po,0.0,1.760 m 24,EC = 43.00,
84,115,199Po,0.0,5.47 m 15,EC = 92.50,
84,115,199Po,0.0,5.47 m 15,A = 7.50,
84,116,200Po,0.0,11.51 m 8,EC = 88.90,
84,116,200Po,0.0,11.51 m 8,A = 11.10,
84,117,201Po,0.0,15.6 m 1,EC = 98.87,
84,117,201Po,0.0,15.6 m 1,A = 1.13,
84,118,202Po,0.0,44.6 m 4,EC = 98.08,
84,118,202Po,0.0,44.6 m 4,A = 1.92,
84,119,203Po,0.0,36.7 m 5,EC = 99.89,
84,119,203Po,0.0,36.7 m 5,A = 0.11,
84,120,204Po,0.0,3.519 h 12,EC = 99.33,
84,120,204Po,0.0,3.519 h 12,A = 0.67,
85,108,193At,0.0,28 ms +5-4,A = 100.00,
85,109,194At,0.0,310 ms 8,A  ,
85,109,194At,0.0,253 ms 10,A  ,
85,106,191At,0.0,1.7 ms +11-5,A = 100.00,
85,107,192At,0.0,11.5 ms 6,A = 100.00,
85,107,192At,0.0,88 ms 6,A = 100.00,
85,119,204At,0.0,9.12 m 11,EC = 96.09,
85,119,204At,0.0,9.12 m 11,A = 3.91,
85,117,202At,0.0,184 s 1,EC = 63.00,
85,117,202At,0.0,184 s 1,A = 37.00,
85,117,202At,0.0,182 s 2,EC = 91.30,
85,117,202At,0.0,182 s 2,A = 8.70,
85,118,203At,0.0,7.4 m 2,EC = 69.00,
85,118,203At,0.0,7.4 m 2,A = 31.00,
85,115,200At,0.0,43 s 1,A = 52.00,
85,115,200At,0.0,43 s 1,EC = 48.00,
85,116,201At,0.0,85.2 s 16,A = 71.00,
85,116,201At,0.0,85.2 s 16,EC = 29.00,
85,113,198At,0.0,4.2 s 2,A = 90.00,
85,113,198At,0.0,4.2 s 2,EC = 10.00,
85,114,199At,0.0,6.92 s 13,A = 90.00,
85,114,199At,0.0,6.92 s 13,EC = 10.00,
85,111,196At,0.0,0.388 s 7,A AP 95.10,
85,111,196At,0.0,0.388 s 7,EC AP 4.90,
85,112,197At,0.0,0.388 s 6,A = 96.10,
85,112,197At,0.0,0.388 s 6,EC = 3.90,
85,110,195At,0.0,290 ms 20,A = 100.00,
85,110,195At,0.0,143 ms 3,A = 100.00,
85,128,213At,0.0,125 ns 6,A = 100.00,
85,129,214At,0.0,558 ns 10,A = 100.00,
85,126,211At,0.0,7.214 h 7,EC = 58.20,
85,126,211At,0.0,7.214 h 7,A = 41.80,
85,127,212At,0.0,0.314 s 2,A = 100.00,
85,127,212At,0.0,0.314 s 2,EC LT 0.03,
85,127,212At,0.0,0.314 s 2,B- LT 2.0E-6,
85,124,209At,0.0,5.42 h 5,EC = 95.90,
85,124,209At,0.0,5.42 h 5,A = 4.10,
85,125,210At,0.0,8.1 h 4,EC = 99.82,
85,125,210At,0.0,8.1 h 4,A = 0.18,
85,122,207At,0.0,1.81 h 3,EC = 91.40,
85,122,207At,0.0,1.81 h 3,A = 8.60,
85,123,208At,0.0,1.63 h 3,EC = 99.45,
85,123,208At,0.0,1.63 h 3,A = 0.55,
85,120,205At,0.0,26.9 m 8,EC = 90.00,
85,120,205At,0.0,26.9 m 8,A = 10.00,
85,121,206At,0.0,30.6 m 8,EC = 99.10,
85,121,206At,0.0,30.6 m 8,A = 0.90,
85,130,215At,0.0,0.10 ms 2,A = 100.00,
85,139,224At,,1.3 m +23-43,B- = 100.00,
85,137,222At,0.0,54 s 10,B- = 100.00,
85,138,223At,0.0,50 s 7,B- = 100.00,
85,135,220At,0.0,3.71 m 4,B- = 92.00,
85,135,220At,0.0,3.71 m 4,A = 8.00,
85,136,221At,0.0,2.3 m 2,B- = 100.00,
85,133,218At,0.0,1.5 s 3,A = 99.90,
85,133,218At,0.0,1.5 s 3,B- = 0.10,
85,134,219At,0.0,56 s 3,A = 93.60,
85,134,219At,0.0,56 s 3,B- = 6.40,
85,131,216At,0.0,0.30 ms 3,A = 100.00,
85,131,216At,0.0,0.30 ms 3,B- LT 6.0E-3,
85,131,216At,0.0,0.30 ms 3,EC LT 3.0E-7,
85,132,217At,0.0,32.3 ms 4,A = 99.99,
85,132,217At,0.0,32.3 ms 4,B- = 7.0E-3,
85,140,225At,0.0,GT 300 ns ,B- = 100.00,
85,141,226At,0.0,GT 300 ns ,B- = 100.00,
85,144,229At,0.0,GT 300 ns ,B- = 100.00,
85,144,229At,0.0,GT 300 ns ,BN  ,
85,142,227At,0.0,GT 300 ns ,B- = 100.00,
85,142,227At,0.0,GT 300 ns ,BN ? ,
85,143,228At,0.0,GT 300 ns ,B- = 100.00,
86,128,214Rn,0.0,0.27 us 2,A = 100.00,
86,127,213Rn,0.0,19.5 ms 1,A = 100.00,
86,129,215Rn,0.0,2.30 us 10,A = 100.00,
86,124,210Rn,0.0,2.4 h 1,A = 96.00,
86,124,210Rn,0.0,2.4 h 1,EC = 4.00,
86,123,209Rn,0.0,28.8 m 10,EC = 83.00,
86,123,209Rn,0.0,28.8 m 10,A = 17.00,
86,126,212Rn,0.0,23.9 m 12,A = 100.00,
86,125,211Rn,0.0,14.6 h 2,EC = 72.60,
86,125,211Rn,0.0,14.6 h 2,A = 27.40,
86,120,206Rn,0.0,5.67 m 17,A = 62.00,
86,120,206Rn,0.0,5.67 m 17,EC = 38.00,
86,122,208Rn,0.0,24.35 m 14,A = 62.00,
86,122,208Rn,0.0,24.35 m 14,EC = 38.00,
86,121,207Rn,0.0,9.25 m 17,EC = 79.00,
86,121,207Rn,0.0,9.25 m 17,A = 21.00,
86,140,226Rn,0.0,7.4 m 1,B- = 100.00,
86,139,225Rn,0.0,4.66 m 4,B- = 100.00,
86,138,224Rn,0.0,107 m 3,B- = 100.00,
86,135,221Rn,0.0,25 m 2,B- = 78.00,
86,135,221Rn,0.0,25 m 2,A = 22.00,
86,134,220Rn,0.0,55.6 s 1,A = 100.00,
86,137,223Rn,0.0,24.3 m 4,B- = 100.00,
86,136,222Rn,0.0,3.8235 d 3,A = 100.00,
86,131,217Rn,0.0,0.54 ms 5,A = 100.00,
86,130,216Rn,0.0,45 us 5,A = 100.00,
86,133,219Rn,0.0,3.96 s 1,A = 100.00,
86,132,218Rn,0.0,35 ms 5,A = 100.00,
86,145,231Rn,0.0,GT 300 ns ,B- = 100.00,
86,142,228Rn,0.0,65 s 2,B- = 100.00,
86,141,227Rn,0.0,20.2 s 4,B- = 100.00,
86,144,230Rn,0.0,GT 300 ns ,B- = 100.00,
86,143,229Rn,0.0,12.0 s +12-13,B- = 100.00,
86,109,195Rn,0.0,6 ms +3-2,A = 100.00,
86,108,194Rn,0.0,0.78 ms 16,A = 100.00,
86,107,193Rn,0.0,1.15 ms 27,A = 100.00,
86,117,203Rn,0.0,44 s 2,A = 66.00,
86,117,203Rn,0.0,44 s 2,EC = 34.00,
86,116,202Rn,0.0,9.7 s 1,A = 78.00,
86,116,202Rn,0.0,9.7 s 1,EC = 22.00,
86,119,205Rn,0.0,170 s 4,EC = 75.40,
86,119,205Rn,0.0,170 s 4,A = 24.60,
86,118,204Rn,0.0,74.5 s 14,A = 72.40,
86,118,204Rn,0.0,74.5 s 14,EC = 27.60,
86,113,199Rn,0.0,0.59 s 3,A = 94.00,
86,113,199Rn,0.0,0.59 s 3,EC = 6.00,
86,112,198Rn,0.0,65 ms 3,A  ,
86,112,198Rn,0.0,65 ms 3,EC  ,
86,115,201Rn,0.0,7.0 s 4,A  ,
86,115,201Rn,0.0,7.0 s 4,EC  ,
86,115,201Rn,0.0,3.8 s 1,EC  ,
86,115,201Rn,0.0,3.8 s 1,A  ,
86,114,200Rn,0.0,1.03 s +20-11,A = 86.00,
86,114,200Rn,0.0,1.03 s +20-11,EC = 14.00,
86,111,197Rn,0.0,54 ms +7-5,A = 100.00,
86,111,197Rn,0.0,24 ms +3-2,A = 100.00,
86,110,196Rn,0.0,4.4 ms +13-9,A = 99.90,
86,110,196Rn,0.0,4.4 ms +13-9,EC AP 0.10,
87,139,226Fr,0.0,49 s 1,B- = 100.00,
87,138,225Fr,0.0,3.95 m 14,B- = 100.00,
87,137,224Fr,0.0,3.33 m 10,B- = 100.00,
87,132,219Fr,0.0,20 ms 2,A = 100.00,
87,131,218Fr,0.0,1.0 ms 6,A = 100.00,
87,130,217Fr,0.0,19 us 3,A = 100.00,
87,136,223Fr,0.0,22.00 m 7,B- = 99.99,
87,136,223Fr,0.0,22.00 m 7,A = 6.0E-3,
87,135,222Fr,0.0,14.2 m 3,B- = 100.00,
87,134,221Fr,0.0,286.1 s 10,A = 100.00,
87,134,221Fr,0.0,286.1 s 10,B- LT 0.10,
87,133,220Fr,0.0,27.4 s 3,A = 99.65,
87,133,220Fr,0.0,27.4 s 3,B- = 0.35,
87,129,216Fr,0.0,700 ns 20,A = 100.00,
87,128,215Fr,0.0,86 ns 5,A = 100.00,
87,128,215Fr,0.0,4 ns 2,A = 100.00,
87,127,214Fr,0.0,5.0 ms 5,A = 100.00,
87,126,213Fr,0.0,34.82 s 14,A = 99.44,
87,126,213Fr,0.0,34.82 s 14,EC = 0.56,
87,121,208Fr,0.0,59.1 s 3,A = 89.00,
87,121,208Fr,0.0,59.1 s 3,EC = 11.00,
87,120,207Fr,0.0,14.8 s 1,A = 95.00,
87,120,207Fr,0.0,14.8 s 1,EC = 5.00,
87,125,212Fr,0.0,20.0 m 6,EC = 57.00,
87,125,212Fr,0.0,20.0 m 6,A = 43.00,
87,124,211Fr,0.0,3.10 m 2,A = 87.00,
87,124,211Fr,0.0,3.10 m 2,EC = 13.00,
87,123,210Fr,0.0,3.18 m 6,A = 71.00,
87,123,210Fr,0.0,3.18 m 6,EC = 29.00,
87,122,209Fr,0.0,50.5 s 7,A = 89.00,
87,122,209Fr,0.0,50.5 s 7,EC = 11.00,
87,143,230Fr,0.0,19.1 s 5,B- = 100.00,
87,142,229Fr,0.0,50.2 s 20,B- = 100.00,
87,141,228Fr,0.0,38 s 1,B- LT 100.00,
87,140,227Fr,0.0,2.47 m 3,B- = 100.00,
87,146,233Fr,0.0,0.9 s 1,B- = 100.00,
87,146,233Fr,0.0,0.9 s 1,BN ? ,
87,145,232Fr,0.0,5.5 s 6,B- = 100.00,
87,144,231Fr,0.0,17.6 s 6,B- = 100.00,
87,118,205Fr,0.0,3.97 s 4,A = 98.50,
87,118,205Fr,0.0,3.97 s 4,EC = 1.50,
87,117,204Fr,0.0,1.8 s 3,A = 92.00,
87,117,204Fr,0.0,1.8 s 3,EC = 8.00,
87,116,203Fr,0.0,0.55 s 1,A LE 100.00,
87,115,202Fr,0.0,0.372 s 12,A = 100.00,
87,115,202Fr,0.0,0.286 s 13,A = 100.00,
87,119,206Fr,0.0,AP 16 s ,A AP 84.00,
87,119,206Fr,0.0,AP 16 s ,EC AP 16.00,
87,119,206Fr,0.0,AP 16 s ,A AP 84.00,
87,119,206Fr,0.0,AP 16 s ,EC AP 16.00,
87,110,197Fr,0.0,0.6 ms +30-3,A AP 100.00,
87,114,201Fr,0.0,62 ms 5,A = 100.00,
87,114,201Fr,0.0,19 ms +19-6,A = 100.00,
87,113,200Fr,0.0,49 ms 4,A = 100.00,
87,112,199Fr,0.0,4.5 ms +31-13,A AP 0.00,
87,112,199Fr,0.0,4.5 ms +31-13,EC ? ,
87,111,198Fr,0.0,15 ms 3,EC ? ,
88,137,225Ra,0.0,14.9 d 2,B- = 100.00,
88,136,224Ra,0.0,3.6319 d 23,A = 100.00,
88,136,224Ra,0.0,3.6319 d 23,14C = 4.0E-9,
88,139,227Ra,0.0,42.2 m 5,B- = 100.00,
88,138,226Ra,0.0,1600 y 7,A = 100.00,
88,138,226Ra,0.0,1600 y 7,14C = 3.2E-9,
88,131,219Ra,0.0,10 ms 3,A = 100.00,
88,130,218Ra,0.0,25.2 us 3,A = 100.00,
88,133,221Ra,0.0,28 s 2,A = 100.00,
88,133,221Ra,0.0,28 s 2,14C = 1E-12,
88,132,220Ra,0.0,18 ms 2,A = 100.00,
88,135,223Ra,0.0,11.43 d 5,A = 100.00,
88,135,223Ra,0.0,11.43 d 5,14C = 8.9E-8,
88,134,222Ra,0.0,38.0 s 5,A = 100.00,
88,134,222Ra,0.0,38.0 s 5,14C = 3.0E-8,
88,126,214Ra,0.0,2.46 s 3,A = 99.94,
88,126,214Ra,0.0,2.46 s 3,EC = 0.06,
88,125,213Ra,0.0,2.73 ms 5,A = 80.00,
88,125,213Ra,0.0,2.73 ms 5,EC = 20.00,
88,128,216Ra,0.0,182 ns 10,A = 100.00,
88,128,216Ra,0.0,182 ns 10,EC LT 1.0E-8,
88,127,215Ra,0.0,1.66 ms 2,A = 100.00,
88,129,217Ra,0.0,1.6 us 2,A = 100.00,
88,120,208Ra,0.0,1.3 s 2,A = 95.00,
88,120,208Ra,0.0,1.3 s 2,EC = 5.00,
88,122,210Ra,0.0,3.7 s 2,A AP 96.00,
88,122,210Ra,0.0,3.7 s 2,EC AP 4.00,
88,121,209Ra,0.0,4.6 s 2,A AP 90.00,
88,121,209Ra,0.0,4.6 s 2,EC AP 10.00,
88,124,212Ra,0.0,13.0 s 2,A AP 85.00,
88,124,212Ra,0.0,13.0 s 2,EC AP 15.00,
88,123,211Ra,0.0,13 s 2,A AP 93.00,
88,123,211Ra,0.0,13 s 2,EC LT 7.00,
88,147,235Ra,,,
88,140,228Ra,0.0,5.75 y 3,B- = 100.00,
88,142,230Ra,0.0,93 m 2,B- = 100.00,
88,141,229Ra,0.0,4.0 m 2,B-  ,
88,144,232Ra,0.0,4.2 m 8,B- = 100.00,
88,143,231Ra,0.0,104 s 1,B- = 100.00,
88,146,234Ra,0.0,30 s 10,B- = 100.00,
88,145,233Ra,0.0,30 s 5,B- = 100.00,
88,115,203Ra,0.0,31 ms +17-9,A = 100.00,
88,115,203Ra,0.0,24 ms +6-4,A = 100.00,
88,114,202Ra,0.0,3.8 ms +13-8,A = 100.00,
88,117,205Ra,0.0,210 ms +60-40,A LE 100.00,
88,117,205Ra,0.0,210 ms +60-40,EC  ,
88,117,205Ra,0.0,170 ms +60-40,A LE 100.00,
88,117,205Ra,0.0,170 ms +60-40,EC  ,
88,116,204Ra,0.0,57 ms +11-5,A = 100.00,
88,119,207Ra,0.0,1.35 s -13+22,A AP 86.00,
88,119,207Ra,0.0,1.35 s -13+22,EC AP 14.00,
88,118,206Ra,0.0,0.24 s 2,A = 100.00,
88,113,201Ra,0.0,1.6 ms +77-7,A = 100.00,
88,113,201Ra,0.0,1.6 ms +77-7,EC  ,
89,119,208Ac,0.0,95 ms +24-16,A AP 99.00,
89,119,208Ac,0.0,95 ms +24-16,EC AP 1.00,
89,118,207Ac,0.0,27 ms +11-6,A = 100.00,
89,117,206Ac,0.0,22 ms +9-5,A = 100.00,
89,117,206Ac,0.0,33 ms +22-9,A = 100.00,
89,116,205Ac,0.0,20 ms +97-9,A AP 100.00,
89,145,234Ac,0.0,44 s 7,B- = 100.00,
89,144,233Ac,0.0,145 s 10,B- = 100.00,
89,143,232Ac,0.0,119 s 5,B- = 100.00,
89,142,231Ac,0.0,7.5 m 1,B- = 100.00,
89,141,230Ac,0.0,122 s 3,B- = 100.00,
89,141,230Ac,0.0,122 s 3,BF = 1.2E-6,
89,140,229Ac,0.0,62.7 m 5,B- = 100.00,
89,148,237Ac,0.0,,B- = 100.00,
89,147,236Ac,0.0,1.2 m +58-5,B- = 100.00,
89,146,235Ac,0.0,62 s 4,B- = 100.00,
89,123,212Ac,0.0,0.93 s 5,A AP 57.00,
89,123,212Ac,0.0,0.93 s 5,EC AP 43.00,
89,122,211Ac,0.0,0.21 s 3,A = 100.00,
89,121,210Ac,0.0,0.35 s 5,EC ? ,
89,120,209Ac,0.0,0.087 s +12-9,A AP 99.00,
89,129,218Ac,0.0,1.08 us 9,A = 100.00,
89,128,217Ac,0.0,69 ns 4,A = 100.00,
89,128,217Ac,0.0,69 ns 4,EC LE 2.00,
89,127,216Ac,0.0,440 us 16,A = 100.00,
89,126,215Ac,0.0,0.17 s 1,A = 99.91,
89,126,215Ac,0.0,0.17 s 1,EC = 0.09,
89,125,214Ac,0.0,8.2 s 2,A AP 89.00,
89,125,214Ac,0.0,8.2 s 2,EC LT 11.00,
89,124,213Ac,0.0,738 ms 16,A LT 100.00,
89,134,223Ac,0.0,2.10 m 5,A = 99.00,
89,134,223Ac,0.0,2.10 m 5,EC = 1.00,
89,133,222Ac,0.0,5.0 s 5,A = 99.00,
89,133,222Ac,0.0,5.0 s 5,EC = 1.00,
89,133,222Ac,0.0,63 s 3,A AP 88.00,
89,133,222Ac,0.0,63 s 3,IT LE 10.00,
89,133,222Ac,0.0,63 s 3,EC AP 0.70,
89,132,221Ac,0.0,52 ms 2,A = 100.00,
89,131,220Ac,0.0,26.4 ms 2,A = 100.00,
89,131,220Ac,0.0,26.4 ms 2,EC = 5.0E-4,
89,130,219Ac,0.0,11.8 us 15,A = 100.00,
89,139,228Ac,0.0,6.15 h 2,B- = 100.00,
89,138,227Ac,0.0,21.772 y 3,B- = 98.62,
89,138,227Ac,0.0,21.772 y 3,A = 1.38,
89,137,226Ac,0.0,29.37 h 12,B- = 83.00,
89,137,226Ac,0.0,29.37 h 12,EC = 17.00,
89,137,226Ac,0.0,29.37 h 12,A = 6.0E-3,
89,136,225Ac,0.0,9.920 d 3,A = 100.00,
89,136,225Ac,0.0,9.920 d 3,14C = 4E-12,
89,135,224Ac,0.0,2.78 h 17,EC = 90.90,
89,135,224Ac,0.0,2.78 h 17,A = 9.10,
89,135,224Ac,0.0,2.78 h 17,B- ? ,
90,149,239Th,0.0,,B- = 100.00,
90,148,238Th,0.0,9.4 m 20,B- = 100.00,
90,145,235Th,0.0,7.1 m 2,B- = 100.00,
90,144,234Th,0.0,24.10 d 3,B- = 100.00,
90,147,237Th,0.0,4.7 m 6,B- = 100.00,
90,146,236Th,0.0,37.3 m 15,B- = 100.00,
90,141,231Th,0.0,25.52 h 1,B- = 100.00,
90,141,231Th,0.0,25.52 h 1,A AP 4E-11,
90,140,230Th,0.0,7.54E+4 y 3,A = 100.00,
90,140,230Th,0.0,7.54E+4 y 3,24Ne = 5.8E-11,
90,140,230Th,0.0,7.54E+4 y 3,SF LE 4E-12,
90,143,233Th,0.0,21.83 m 4,B- = 100.00,
90,142,232Th,0.0,1.40E+10 y 1,A = 100.00,
90,142,232Th,0.0,1.40E+10 y 1,SF = 1.1E-9,
90,138,228Th,0.0,1.9125 y 9,A = 100.00,
90,138,228Th,0.0,1.9125 y 9,20O = 1.1E-11,
90,137,227Th,0.0,18.697 d 7,A = 100.00,
90,139,229Th,0.0,7932 y 28,A = 100.00,
90,134,224Th,0.0,1.04 s 2,A = 100.00,
90,133,223Th,0.0,0.60 s 2,A = 100.00,
90,136,226Th,0.0,30.57 m 10,A = 100.00,
90,135,225Th,0.0,8.75 m 4,A AP 90.00,
90,135,225Th,0.0,8.75 m 4,EC AP 10.00,
90,130,220Th,0.0,9.7 us 6,A = 100.00,
90,130,220Th,0.0,9.7 us 6,EC = 2.0E-7,
90,132,222Th,0.0,2.8 ms 3,A = 100.00,
90,131,221Th,0.0,1.68 ms 6,A = 100.00,
90,127,217Th,0.0,0.241 ms 5,A = 100.00,
90,126,216Th,0.0,26.0 ms 2,A = 100.00,
90,126,216Th,0.0,26.0 ms 2,EC AP 0.01,
90,129,219Th,0.0,1.05 us 3,A = 100.00,
90,128,218Th,0.0,117 ns 9,A = 100.00,
90,123,213Th,0.0,144 ms 21,A LT 100.00,
90,122,212Th,0.0,31.7 ms 13,A = 100.00,
90,122,212Th,0.0,31.7 ms 13,EC AP 0.30,
90,125,215Th,0.0,1.2 s 2,A = 100.00,
90,124,214Th,0.0,87 ms 10,A = 100.00,
90,121,211Th,0.0,37 ms +28-11,A ? ,
90,121,211Th,0.0,37 ms +28-11,EC ? ,
90,120,210Th,0.0,16 ms 4,A ? ,
90,120,210Th,0.0,16 ms 4,EC ? ,
90,119,209Th,0.0,2.5 ms +17-7,A AP 100.00,
90,118,208Th,0.0,1.7 ms +17-6,A = 100.00,
91,120,211Pa,0.0,GT 300 ns ,A = 100.00,
91,124,215Pa,0.0,14 ms 2,A = 100.00,
91,123,214Pa,0.0,17 ms 3,A LE 100.00,
91,122,213Pa,0.0,5.3 ms +40-16,A = 100.00,
91,121,212Pa,0.0,5.1 ms +61-19,A = 100.00,
91,128,219Pa,0.0,53 ns 10,A = 100.00,
91,127,218Pa,0.0,113 us 10,A = 100.00,
91,126,217Pa,0.0,3.6 ms 8,A = 100.00,
91,125,216Pa,0.0,0.15 s +6-4,A AP 98.00,
91,125,216Pa,0.0,0.15 s +6-4,EC AP 2.00,
91,129,220Pa,0.0,0.78 us 16,A = 100.00,
91,129,220Pa,0.0,0.78 us 16,EC = 3.0E-7,
91,131,222Pa,0.0,2.9 ms +6-4,A = 100.00,
91,130,221Pa,0.0,5.9 us 17,A = 100.00,
91,135,226Pa,0.0,1.8 m 2,A = 74.00,
91,135,226Pa,0.0,1.8 m 2,EC = 26.00,
91,134,225Pa,0.0,1.7 s 2,A = 100.00,
91,133,224Pa,0.0,0.846 s 20,A = 100.00,
91,132,223Pa,0.0,5.1 ms 6,A = 100.00,
91,139,230Pa,0.0,17.4 d 5,EC = 92.20,
91,139,230Pa,0.0,17.4 d 5,B- = 7.80,
91,139,230Pa,0.0,17.4 d 5,A = 3.2E-3,
91,138,229Pa,0.0,1.50 d 5,EC = 99.52,
91,138,229Pa,0.0,1.50 d 5,A = 0.48,
91,137,228Pa,0.0,22 h 1,EC = 98.15,
91,137,228Pa,0.0,22 h 1,A = 1.85,
91,136,227Pa,0.0,38.3 m 3,A = 85.00,
91,136,227Pa,0.0,38.3 m 3,EC = 15.00,
